MACS0329
ID	RA	Dec	x	y	zb	zbmin	zbmax
[968.0, 52.4317463, -2.1756899, 2025.16, 3632.558, 6.187, 6.108, 6.29]
[1525.0, 52.4340474, -2.1803665, 1897.813, 3373.543, 5.716, 5.598, 5.893]
[2111.0, 52.4298214, -2.188117, 2131.7, 2944.29, 6.139, 5.588, 6.542]
[2824.0, 52.4174729, -2.1956442, 2815.114, 2527.399, 5.781, 5.575, 5.935]
[2893.0, 52.4173747, -2.1959937, 2820.552, 2508.042, 6.174, 5.953, 6.333]
[3083.0, 52.416924, -2.1976908, 2845.491, 2414.046, 6.065, 5.733, 6.197]
[3085.0, 52.416823, -2.197907, 2851.082, 2402.074, 6.144, 5.832, 6.422]
[3086.0, 52.4168021, -2.1980533, 2852.242, 2393.969, 6.009, 5.766, 6.167]
[3087.0, 52.4167855, -2.1982109, 2853.156, 2385.243, 5.92, 5.564, 6.153]
[3411.0, 52.4055948, -2.2009081, 3472.496, 2235.856, 5.971, 5.615, 6.28]
[3462.0, 52.4219696, -2.2014054, 2566.25, 2208.318, 6.055, 5.772, 6.23]
[63.0, 52.4317476, -2.1756877, 2025.093, 3632.681, 6.182, 6.095, 6.289]
[164.0, 52.4340468, -2.1803668, 1897.843, 3373.527, 5.797, 5.646, 5.943]
[311.0, 52.4381684, -2.1839531, 1669.735, 3174.901, 7.953, 7.754, 8.115]
[328.0, 52.4382902, -2.1839782, 1663.0, 3173.509, 7.951, 7.706, 8.103]
[517.0, 52.4297897, -2.1881596, 2133.454, 2941.928, 6.249, 5.882, 6.561]
[988.0, 52.4173769, -2.1959868, 2820.431, 2508.421, 6.187, 5.93, 6.377]
[1132.0, 52.4169227, -2.1976907, 2845.565, 2414.053, 6.139, 5.882, 6.28]
[1133.0, 52.4167878, -2.198224, 2853.032, 2384.514, 6.074, 5.874, 6.288]
[1134.0, 52.4168289, -2.1979086, 2850.757, 2401.983, 6.025, 5.672, 6.364]
[1135.0, 52.4168046, -2.1980375, 2852.101, 2394.846, 6.184, 5.933, 6.393]
[1354.0, 52.405594, -2.200912, 3472.538, 2235.638, 6.071, 5.518, 6.459]
[1387.0, 52.4218271, -2.2012778, 2574.139, 2215.383, 6.252, 5.762, 6.517]
[1388.0, 52.4219713, -2.2013995, 2566.155, 2208.642, 6.168, 5.929, 6.365]
[1391.0, 52.4065478, -2.2013038, 3419.749, 2213.938, 5.818, 5.549, 6.042]
